prob,pred,label,path,correct,pred_name,label_name
0.9917,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,True,Camille_Pissarro,Camille_Pissarro
0.995,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_wheat-field-with-cornflowers-1890.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.991,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_ballet-scene-1.jpg,True,Edgar_Degas,Edgar_Degas
0.994,10,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_path-in-the-forest-1891.jpg,True,Ivan_Shishkin,Ivan_Shishkin
0.9883,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_fog-morning-rouen-1896.jpg,True,Camille_Pissarro,Camille_Pissarro
0.9976,9,9,/kaggle/input/datasets/steubk/wikiart/Romanticism/ivan-aivazovsky_trebizond-from-the-sea-1856.jpg,True,Ivan_Aivazovsky,Ivan_Aivazovsky
0.4558,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_madame-robert-de-bonnieres-1889.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.997,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_red-ballet-skirts.jpg,True,Edgar_Degas,Edgar_Degas
0.793,1,1,/kaggle/input/datasets/steubk/wikiart/Realism/boris-kustodiev_vasiliy-nikolsky-old-moscow-1924.jpg,True,Boris_Kustodiev,Boris_Kustodiev
0.97,9,9,/kaggle/input/datasets/steubk/wikiart/Romanticism/ivan-aivazovsky_view-of-sudak-bay-1879.jpg,True,Ivan_Aivazovsky,Ivan_Aivazovsky
0.789,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_landscape-with-thunderstorm.jpg,True,Claude_Monet,Claude_Monet
0.9956,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_woman-at-her-toilette.jpg,True,Edgar_Degas,Edgar_Degas
0.2603,22,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_buddha-s-test-1927.jpg,False,Vincent_van_Gogh,Nicholas_Roerich
0.3984,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_bulb-fields-1883(1).jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.493,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_peasant-woman-with-basket.jpg,True,Camille_Pissarro,Camille_Pissarro
0.9624,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_christ-on-the-mount-of-olives-1511.jpg,True,Albrecht_Durer,Albrecht_Durer
0.681,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_peasant-woman-binding-sheaves-after-millet-1889.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.669,22,3,/kaggle/input/datasets/steubk/wikiart/Impressionism/childe-hassam_the-lion-gardiner-house-east-hampton.jpg,False,Vincent_van_Gogh,Childe_Hassam
0.929,2,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_rain-in-the-oak-grove-1891.jpg,False,Camille_Pissarro,Ivan_Shishkin
0.9995,7,7,/kaggle/input/datasets/steubk/wikiart/Romanticism/gustave-dore_the-agony-in-the-garden.jpg,True,Gustave_Dore,Gustave_Dore
0.4211,15,6,/kaggle/input/datasets/steubk/wikiart/Realism/eugene-boudin_study-of-cows.jpg,False,Pablo_Picasso,Eugene_Boudin
0.996,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_sol-justitiae-1499.jpg,True,Albrecht_Durer,Albrecht_Durer
0.999,9,9,/kaggle/input/datasets/steubk/wikiart/Romanticism/ivan-aivazovsky_sea-on-a-moonlit-night-1858.jpg,True,Ivan_Aivazovsky,Ivan_Aivazovsky
0.4033,14,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_ludovic-halevy-speaking-with-madame-cardinal.jpg,False,Nicholas_Roerich,Edgar_Degas
0.9854,10,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_poor-footpath-pontoise-snow-effect-1874.jpg,False,Ivan_Shishkin,Camille_Pissarro
0.3052,12,1,/kaggle/input/datasets/steubk/wikiart/Realism/boris-kustodiev_portrait-of-e-kustodieva-artist-s-mother.jpg,False,Marc_Chagall,Boris_Kustodiev
0.997,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_alexander-nevsky-1942.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.994,14,14,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_king-mark-1912-1.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.4167,7,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_swamp-1884.jpg,False,Gustave_Dore,Ivan_Shishkin
0.2834,0,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_fountain-in-the-garden-of-saint-paul-hospital-1889(1).jpg,False,Albrecht_Durer,Vincent_van_Gogh
0.9507,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_namze-1924.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.597,3,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_winter-at-montfoucault-1875.jpg,False,Childe_Hassam,Camille_Pissarro
0.9917,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_the-sudarium-of-st-veronica-1510.jpg,True,Albrecht_Durer,Albrecht_Durer
0.94,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_head-of-a-man-bareheaded-1885-1(1).jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.894,17,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_andre-lauvray(1).jpg,False,Pierre_Auguste_Renoir,Claude_Monet
0.954,1,1,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/boris-kustodiev_coachman-at-traktir-1920.jpg,True,Boris_Kustodiev,Boris_Kustodiev
0.9673,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_people-walking-in-front-of-snow-covered-cottage-1890.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.9785,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_the-bridge-at-argenteuil.jpg,True,Claude_Monet,Claude_Monet
0.8403,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_head-of-a-young-woman.jpg,True,Albrecht_Durer,Albrecht_Durer
0.8076,11,14,/kaggle/input/datasets/steubk/wikiart/Realism/nicholas-roerich_study-of-torso.jpg,False,John_Singer_Sargent,Nicholas_Roerich
0.989,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_lane-in-the-woods-1900.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.6743,18,21,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/salvador-dali_landscape-cadaques-1920.jpg,False,Pyotr_Konchalovsky,Salvador_Dali
0.7646,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_the-pont-corneille-rouen-morning-mist-1896.jpg,True,Camille_Pissarro,Camille_Pissarro
0.658,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_vetheuil-5.jpg,True,Claude_Monet,Claude_Monet
0.999,14,14,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_putivl-eclipse-1914.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.748,8,8,/kaggle/input/datasets/steubk/wikiart/Realism/ilya-repin_reading-portrait-of-natalia-b-nordman-1901.jpg,True,Ilya_Repin,Ilya_Repin
0.983,7,7,/kaggle/input/datasets/steubk/wikiart/Romanticism/gustave-dore_don-quixote-121.jpg,True,Gustave_Dore,Gustave_Dore
0.7285,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_the-bath-1.jpg,True,Edgar_Degas,Edgar_Degas
0.984,11,11,/kaggle/input/datasets/steubk/wikiart/Realism/john-singer-sargent_a-rose-trellis-roses-at-oxfordshire.jpg,True,John_Singer_Sargent,John_Singer_Sargent
0.9985,9,9,/kaggle/input/datasets/steubk/wikiart/Romanticism/ivan-aivazovsky_the-sunset-1866.jpg,True,Ivan_Aivazovsky,Ivan_Aivazovsky
0.562,8,8,/kaggle/input/datasets/steubk/wikiart/Realism/ilya-repin_pilgrim-1880.jpg,True,Ilya_Repin,Ilya_Repin
0.9746,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_the-artist-s-studio-rue-saint-georges-1876.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.978,15,15,/kaggle/input/datasets/steubk/wikiart/Expressionism/pablo-picasso_head-of-young-man-1906.jpg,True,Pablo_Picasso,Pablo_Picasso
0.6265,11,11,/kaggle/input/datasets/steubk/wikiart/Impressionism/john-singer-sargent_home-fields.jpg,True,John_Singer_Sargent,John_Singer_Sargent
0.7314,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_the-pact-of-culture-study-1931.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.7344,8,8,/kaggle/input/datasets/steubk/wikiart/Realism/ilya-repin_dancing-woman.jpg,True,Ilya_Repin,Ilya_Repin
0.978,11,11,/kaggle/input/datasets/steubk/wikiart/Impressionism/john-singer-sargent_bedouin-encampment-1906.jpg,True,John_Singer_Sargent,John_Singer_Sargent
0.8574,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_a-corner-of-the-garden-at-montgeron-1877(1).jpg,True,Claude_Monet,Claude_Monet
0.9883,6,6,/kaggle/input/datasets/steubk/wikiart/Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-1893.jpg,True,Eugene_Boudin,Eugene_Boudin
0.9873,18,18,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/pyotr-konchalovsky_imanda-resinification-networks-1937.jpg,True,Pyotr_Konchalovsky,Pyotr_Konchalovsky
0.6963,20,20,/kaggle/input/datasets/steubk/wikiart/Baroque/rembrandt_self-portrait-leaning-on-a-stone-sill-1639.jpg,True,Rembrandt,Rembrandt
0.9927,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_virgin-mary-suckling-the-christ-child-1512.jpg,True,Albrecht_Durer,Albrecht_Durer
0.3557,11,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_bull-1863.jpg,False,John_Singer_Sargent,Ivan_Shishkin
0.993,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_st-paul-first-state-1514.jpg,True,Albrecht_Durer,Albrecht_Durer
0.9893,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_the-justice-of-trajan.jpg,True,Albrecht_Durer,Albrecht_Durer
0.4146,21,12,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/marc-chagall_moses-casts-his-stick-that-transformed-into-a-snake-on-the-orders-of-the-lord-that-referred-to-1931.jpg,False,Salvador_Dali,Marc_Chagall
0.672,18,18,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/pyotr-konchalovsky_peterhof-the-right-wing-of-the-palace-1931.jpg,True,Pyotr_Konchalovsky,Pyotr_Konchalovsky
0.8213,10,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_pine-1497.jpg,False,Ivan_Shishkin,Albrecht_Durer
0.869,13,13,/kaggle/input/datasets/steubk/wikiart/Expressionism/martiros-saryan_landscape-with-capra-1913.jpg,True,Martiros_Saryan,Martiros_Saryan
0.3657,15,19,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/raphael-kirchner_boys-and-girls-at-sea-7.jpg,False,Pablo_Picasso,Raphael_Kirchner
0.994,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_sword-of-gesar-1932.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.607,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_iron-mill-in-the-hague-1882.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.8853,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_landscape-louveciennes.jpg,True,Camille_Pissarro,Camille_Pissarro
0.4229,20,21,/kaggle/input/datasets/steubk/wikiart/Realism/salvador-dali_geodesic-portrait-of-gala.jpg,False,Rembrandt,Salvador_Dali
0.991,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_himalayas-64.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.9546,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_self-portrait-1887-5.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.9907,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_great-wall-of-china.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.9844,15,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/pablo-picasso_crying-woman-1937.jpg,True,Pablo_Picasso,Pablo_Picasso
0.839,11,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_young-woman-in-street-dress-1872.jpg,False,John_Singer_Sargent,Edgar_Degas
0.6255,6,3,/kaggle/input/datasets/steubk/wikiart/Impressionism/childe-hassam_nocturne-hyde-park-corner.jpg,False,Eugene_Boudin,Childe_Hassam
0.3843,18,14,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_lake-village-1915.jpg,False,Pyotr_Konchalovsky,Nicholas_Roerich
0.9443,15,21,/kaggle/input/datasets/steubk/wikiart/Cubism/salvador-dali_still-life-with-moonight.jpg,False,Pablo_Picasso,Salvador_Dali
0.5166,21,21,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/salvador-dali_still-life-with-two-lemons.jpg,True,Salvador_Dali,Salvador_Dali
0.595,16,21,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/salvador-dali_the-station-at-figueras.jpg,False,Paul_Cezanne,Salvador_Dali
0.9023,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_the-doges-palace.jpg,True,Claude_Monet,Claude_Monet
0.995,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_sien-nursing-baby-1882-1.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.518,8,1,/kaggle/input/datasets/steubk/wikiart/Realism/boris-kustodiev_portrait-of-count-n-p-ignatieff-1902.jpg,False,Ilya_Repin,Boris_Kustodiev
0.4395,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_bridge-and-houses-on-the-corner-of-herengracht-prinsessegracht-1882(1).jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.996,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_flowers-in-a-vase-with-blue-decoration.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.7085,1,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_summer.jpg,False,Boris_Kustodiev,Ivan_Shishkin
0.4204,3,8,/kaggle/input/datasets/steubk/wikiart/Realism/ilya-repin_portrait-of-maria-klopushina-1925.jpg,False,Childe_Hassam,Ilya_Repin
0.4238,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_a-pair-of-shoes-1888(1).jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.996,20,20,/kaggle/input/datasets/steubk/wikiart/Baroque/rembrandt_homer-1663.jpg,True,Rembrandt,Rembrandt
0.9897,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_madame-stora-in-algerian-dress-1870.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.9927,17,17,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_spanish-dancer-in-a-red-dress.jpg,True,Pierre_Auguste_Renoir,Pierre_Auguste_Renoir
0.9976,18,18,/kaggle/input/datasets/steubk/wikiart/Expressionism/pyotr-konchalovsky_portrait-of-sofia-petrovna-konchalovskaya-1912.jpg,True,Pyotr_Konchalovsky,Pyotr_Konchalovsky
0.9956,14,14,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_tibet-at-brahmaputra-1936.jpg,True,Nicholas_Roerich,Nicholas_Roerich
0.954,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_jockey-in-blue-on-a-chestnut-horse.jpg,True,Edgar_Degas,Edgar_Degas
0.501,22,21,/kaggle/input/datasets/steubk/wikiart/Impressionism/salvador-dali_glass-of-wine-and-boat-1956.jpg,False,Vincent_van_Gogh,Salvador_Dali
0.967,0,0,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/albrecht-durer_christ-among-the-doctors-in-the-temple-1503.jpg,True,Albrecht_Durer,Albrecht_Durer
0.874,22,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_dr-paul-gachet-1890(1).jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.9727,3,3,/kaggle/input/datasets/steubk/wikiart/Impressionism/childe-hassam_late-afternoon-new-york-winter-1900.jpg,True,Childe_Hassam,Childe_Hassam
0.945,2,22,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_le-moulin-de-la-gallette-3-1886.jpg,False,Camille_Pissarro,Vincent_van_Gogh
0.994,2,2,/kaggle/input/datasets/steubk/wikiart/Impressionism/camille-pissarro_the-louvre-afternoon-rainy-weather-1900.jpg,True,Camille_Pissarro,Camille_Pissarro
0.9927,10,10,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_pine-without-the-sun-mary-howe-1890.jpg,True,Ivan_Shishkin,Ivan_Shishkin
0.998,22,22,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_interior-with-peasant-woman-sitting-near-the-fireplace-1885-1.jpg,True,Vincent_van_Gogh,Vincent_van_Gogh
0.8374,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_jockeys-before-the-start-with-flagpoll-1879.jpg,True,Edgar_Degas,Edgar_Degas
0.8584,11,11,/kaggle/input/datasets/steubk/wikiart/Realism/john-singer-sargent_mrs-thomas-edward-vickers.jpg,True,John_Singer_Sargent,John_Singer_Sargent
0.8364,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_path-at-giverny-1903.jpg,True,Claude_Monet,Claude_Monet
0.56,14,19,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/raphael-kirchner_mayflyes-1904-1.jpg,False,Nicholas_Roerich,Raphael_Kirchner
0.5205,5,1,/kaggle/input/datasets/steubk/wikiart/Realism/boris-kustodiev_portrait-of-m-i-heylik-1901.jpg,False,Edgar_Degas,Boris_Kustodiev
0.996,6,6,/kaggle/input/datasets/steubk/wikiart/Impressionism/eugene-boudin_unloading-the-newfoundland-fishing-boat-1873.jpg,True,Eugene_Boudin,Eugene_Boudin
0.947,4,4,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_the-banks-of-the-river-epte-at-giverny.jpg,True,Claude_Monet,Claude_Monet
0.6577,5,5,/kaggle/input/datasets/steubk/wikiart/Impressionism/edgar-degas_two-dancers-in-their-dressing-room.jpg,True,Edgar_Degas,Edgar_Degas
0.873,4,21,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,False,Claude_Monet,Salvador_Dali
0.4995,22,3,/kaggle/input/datasets/steubk/wikiart/Impressionism/childe-hassam_winter-sickle-pears.jpg,False,Vincent_van_Gogh,Childe_Hassam
