prob,pred,label,path,correct,pred_name,label_name
0.426,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/john-singer-sargent_bringing-down-marble-from-the-quarries-in-carrara-1911.jpg,True,Impressionism,Impressionism
0.3193,24,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/pablo-picasso_madonna-with-garland-1904.jpg,True,Symbolism,Symbolism
0.5674,11,8,/kaggle/input/datasets/steubk/wikiart/Early_Renaissance/jacopo-bellini_sketch-of-figures-and-scenes-from-the-antique-age.jpg,False,High_Renaissance,Early_Renaissance
0.879,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/eugene-boudin_deauville-the-jetty.jpg,True,Impressionism,Impressionism
0.3628,20,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/nikolay-bogdanov-belsky_joyful-company.jpg,False,Post_Impressionism,Impressionism
0.9917,14,14,/kaggle/input/datasets/steubk/wikiart/Minimalism/dan-flavin_untitled-to-jan-and-ron-greenberg-1973.jpg,True,Minimalism,Minimalism
0.2822,10,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/jacques-villon_l-espagnole-1928.jpg,False,Fauvism,Post_Impressionism
0.8804,5,5,/kaggle/input/datasets/steubk/wikiart/Color_Field_Painting/theodoros-stamos_infinity-field-lefkada-series-1980-1.jpg,True,Color_Field_Painting,Color_Field_Painting
0.7417,12,21,/kaggle/input/datasets/steubk/wikiart/Realism/isaac-levitan_lake-spring-1898.jpg,False,Impressionism,Realism
0.477,21,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/joseph-wright_arkwright-s-cotton-mills-by-night.jpg,False,Realism,Romanticism
0.4429,20,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/mikhail-nesterov_capri-almond-trees-in-blossom-1908.jpg,False,Post_Impressionism,Impressionism
0.3022,17,21,/kaggle/input/datasets/steubk/wikiart/Realism/thomas-eakins_studies-for-william-rush-1876.jpg,False,Northern_Renaissance,Realism
0.9087,22,22,/kaggle/input/datasets/steubk/wikiart/Rococo/john-russell_dr-andrew-gifford-1700-1784-assistant-librarian-1756-1784-1774.jpg,True,Rococo,Rococo
0.1984,24,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/tivadar-kosztka-csontvary_sun-looking-back-at-trau-1899.jpg,False,Symbolism,Post_Impressionism
0.986,14,14,/kaggle/input/datasets/steubk/wikiart/Minimalism/martin-barre_unknown-title.jpg,True,Minimalism,Minimalism
0.8403,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_gabrielle-in-the-garden-at-cagnes-1911.jpg,True,Impressionism,Impressionism
0.896,17,17,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/bernhard-strigel_portrait-of-count-johann-ii-count-of-montfort-and-rothenfels.jpg,True,Northern_Renaissance,Northern_Renaissance
0.9077,14,14,/kaggle/input/datasets/steubk/wikiart/Minimalism/dadamaino_l-inconscio-razionale-1976.jpg,True,Minimalism,Minimalism
0.6733,17,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/dante-gabriel-rossetti_elizabeth-siddal-1854.jpg,False,Northern_Renaissance,Romanticism
0.897,3,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/heorhiy-narbut_design-of-two-thousand-hryvnias-bill-of-the-ukrainian-national-republic-avers-1918.jpg,True,Art_Nouveau,Art_Nouveau
0.906,3,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_girl-1913.jpg,True,Art_Nouveau,Art_Nouveau
0.4438,12,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/theo-van-rysselberghe_portrait-of-maria-van-rysselberghe-1926.jpg,False,Impressionism,Post_Impressionism
0.5234,20,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/antoine-blanchard_boulevard-de-la-madeleine-9.jpg,False,Post_Impressionism,Impressionism
0.4487,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_path-through-the-irises-02-1917.jpg,True,Impressionism,Impressionism
0.4866,21,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/paul-gauguin_pots-and-boquets-1886.jpg,False,Realism,Post_Impressionism
0.621,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/wilhelm-leibl_dachauerin-mit-kind-1875.jpg,True,Realism,Realism
0.8604,4,4,/kaggle/input/datasets/steubk/wikiart/Baroque/theodoor-van-thulden_return-of-peace.jpg,True,Baroque,Baroque
0.828,15,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/radi-nedelchev_the-green-dreams-1967.jpg,True,Naive_Art_Primitivism,Naive_Art_Primitivism
0.638,19,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/rene-bertholo_palmiers-1975.jpg,True,Pop_Art,Pop_Art
0.8857,3,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_sketch-of-costumes-for-snow-maiden-6.jpg,True,Art_Nouveau,Art_Nouveau
0.947,23,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/gustave-dore_the-creation-of-fish-and-birds.jpg,True,Romanticism,Romanticism
0.6733,19,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/oskar-kokoschka_not_detected_235923.jpg,False,Pop_Art,Naive_Art_Primitivism
0.994,5,5,/kaggle/input/datasets/steubk/wikiart/Color_Field_Painting/gene-davis_king-kong-1969.jpg,True,Color_Field_Painting,Color_Field_Painting
0.223,0,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/konstantin-vasilyev_peresvet-s-duel-wtih-chelubai.jpg,False,Abstract_Expressionism,Symbolism
0.6416,10,7,/kaggle/input/datasets/steubk/wikiart/Cubism/pyotr-konchalovsky_portrait-of-olga-konchalovskaya-wife-of-the-artist-in-blue-1919.jpg,False,Fauvism,Cubism
0.2124,11,4,/kaggle/input/datasets/steubk/wikiart/Baroque/ivan-nikitin_crown-princess-elizabeth-the-future-empress-1741.jpg,False,High_Renaissance,Baroque
0.652,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/vincent-van-gogh_peasant-woman-at-the-washtub-1885.jpg,True,Realism,Realism
0.801,3,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/egon-schiele_the-dancer-moa-1911.jpg,False,Art_Nouveau,Expressionism
0.5854,10,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/emil-nolde_excited-people.jpg,False,Fauvism,Expressionism
0.3389,3,8,/kaggle/input/datasets/steubk/wikiart/Early_Renaissance/fra-angelico_dormition-of-the-virgin-1432.jpg,False,Art_Nouveau,Early_Renaissance
0.2915,9,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/fyodor-solntsev_from-portrait-of-the-nun-martha-ivanovna.jpg,False,Expressionism,Romanticism
0.6177,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/klavdy-lebedev_sostrunka-b-r-im-wald-bers-m-google-sprachtools-1907.jpg,True,Realism,Realism
0.2495,20,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/edouard-vuillard_good-children.jpg,True,Post_Impressionism,Post_Impressionism
0.2808,4,4,/kaggle/input/datasets/steubk/wikiart/Baroque/jan-steen_nocturnal-serenade-1675.jpg,True,Baroque,Baroque
0.862,26,26,/kaggle/input/datasets/steubk/wikiart/Ukiyo_e/utagawa-kuniyoshi_oniwakamaru-preparing-to-kill-a-giant-carp.jpg,True,Ukiyo_e,Ukiyo_e
0.919,3,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/claudio-tozzi_guevara-vivo-ou-morto-1967.jpg,False,Art_Nouveau,Pop_Art
0.7153,19,7,/kaggle/input/datasets/steubk/wikiart/Cubism/jean-david_el-al-playing-cards(1).jpg,False,Pop_Art,Cubism
0.812,7,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/nicholas-krushenick_untitled-1998.jpg,False,Cubism,Pop_Art
0.8706,20,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_peasant-digging-1890.jpg,True,Post_Impressionism,Post_Impressionism
0.9116,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/berthe-morisot_the-fable.jpg,True,Impressionism,Impressionism
0.5225,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/cornelis-vreedenburgh_view-of-a-puddle-and-a-boat.jpg,True,Impressionism,Impressionism
0.813,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/eugene-boudin_camaret-low-tide-1873.jpg,True,Impressionism,Impressionism
0.591,19,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/r.-b.-kitaj_desk-murder.jpg,True,Pop_Art,Pop_Art
0.914,15,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/fernando-botero_kitchen-table.jpg,True,Naive_Art_Primitivism,Naive_Art_Primitivism
0.9336,17,17,/kaggle/input/datasets/steubk/wikiart/Northern_Renaissance/martin-schongauer_the-virgin-with-infant.jpg,True,Northern_Renaissance,Northern_Renaissance
0.3672,22,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/cornelis-springer_a-view-of-the-south-entrance-of-the-st-pancras-church-enkhuizen-1869.jpg,False,Rococo,Romanticism
0.93,13,13,/kaggle/input/datasets/steubk/wikiart/Mannerism_Late_Renaissance/giuseppe-arcimboldo_portrait-of-eve-1578(1).jpg,True,Mannerism_Late_Renaissance,Mannerism_Late_Renaissance
0.675,22,4,/kaggle/input/datasets/steubk/wikiart/Baroque/william-hogarth_scene-in-a-tavern-1735.jpg,False,Rococo,Baroque
0.3523,10,7,/kaggle/input/datasets/steubk/wikiart/Cubism/paul-cezanne_bend-in-forest-road-1906.jpg,False,Fauvism,Cubism
0.6157,0,10,/kaggle/input/datasets/steubk/wikiart/Fauvism/ion-pacea_gueridon-with-green-bottle.jpg,False,Abstract_Expressionism,Fauvism
0.974,8,8,/kaggle/input/datasets/steubk/wikiart/Early_Renaissance/andrea-del-castagno_crucifixion.jpg,True,Early_Renaissance,Early_Renaissance
0.421,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/giovanni-boldini_the-gardeners-of-the-veil-picard.jpg,True,Realism,Realism
0.192,11,21,/kaggle/input/datasets/steubk/wikiart/Realism/boris-kustodiev_seeing-off-m-v-dobuzhinsky-in-europe-1924.jpg,False,High_Renaissance,Realism
0.3853,9,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/yiannis-tsaroychis_evgenios-spatharis-as-an-angel-at-the-apotheosis-of-athanasios-diakos-1948.jpg,True,Expressionism,Expressionism
0.5337,0,0,/kaggle/input/datasets/steubk/wikiart/Abstract_Expressionism/william-baziotes_red-wall-1961.jpg,True,Abstract_Expressionism,Abstract_Expressionism
0.4075,3,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/m.c.-escher_life-force.jpg,False,Art_Nouveau,Expressionism
0.8853,11,11,/kaggle/input/datasets/steubk/wikiart/High_Renaissance/giorgione_portrait-of-young-man-giustiniani-portrait-1504(2).jpg,True,High_Renaissance,High_Renaissance
0.574,15,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/henri-de-toulouse-lautrec_the-box-with-the-guilded-mask-1893.jpg,False,Naive_Art_Primitivism,Art_Nouveau
0.8765,17,4,/kaggle/input/datasets/steubk/wikiart/Baroque/peter-paul-rubens_the-girl-squatted-down-1618.jpg,False,Northern_Renaissance,Baroque
0.3503,16,21,/kaggle/input/datasets/steubk/wikiart/Realism/vasily-polenov_head-of-old-jew-1895.jpg,False,New_Realism,Realism
0.3281,10,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/marc-chagall_lot-s-daughters-1931.jpg,False,Fauvism,Naive_Art_Primitivism
0.9746,19,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/andy-warhol_flowers.jpg,True,Pop_Art,Pop_Art
0.7847,12,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/gustave-loiseau_the-pont-marie-de-paris-1912.jpg,False,Impressionism,Post_Impressionism
0.3708,20,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_the-roubine-du-roi-canal-with-washerwomen-1888.jpg,True,Post_Impressionism,Post_Impressionism
0.772,5,0,/kaggle/input/datasets/steubk/wikiart/Abstract_Expressionism/willem-de-kooning_untitled-v-1983.jpg,False,Color_Field_Painting,Abstract_Expressionism
0.7217,12,21,/kaggle/input/datasets/steubk/wikiart/Realism/pyotr-konchalovsky_birch-trees-in-early-spring-1946.jpg,False,Impressionism,Realism
0.3552,20,21,/kaggle/input/datasets/steubk/wikiart/Realism/pyotr-konchalovsky_dobroye-the-bridge-1931.jpg,False,Post_Impressionism,Realism
0.6406,11,11,/kaggle/input/datasets/steubk/wikiart/High_Renaissance/leonardo-da-vinci_galloping-rider-and-other-figures.jpg,True,High_Renaissance,High_Renaissance
0.7534,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_vetheuil-the-church-1.jpg,True,Impressionism,Impressionism
0.3877,23,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/francesco-hayez_ruth-1835.jpg,True,Romanticism,Romanticism
0.9697,15,15,/kaggle/input/datasets/steubk/wikiart/Naive_Art_Primitivism/marc-chagall_lilacs-1980.jpg,True,Naive_Art_Primitivism,Naive_Art_Primitivism
0.9155,7,25,/kaggle/input/datasets/steubk/wikiart/Synthetic_Cubism/georges-braque_the-musician-1918.jpg,False,Cubism,Synthetic_Cubism
0.7524,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_view-close-to-antibes.jpg,True,Impressionism,Impressionism
0.9395,3,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/leon-bakst_l-apres-midi-d-un-faune-a-nymph-1912.jpg,True,Art_Nouveau,Art_Nouveau
0.2617,12,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/alfred-stevens_in-the-country.jpg,False,Impressionism,Romanticism
0.553,22,22,/kaggle/input/datasets/steubk/wikiart/Rococo/giovanni-battista-tiepolo_the-judgment-of-solomon-1728.jpg,True,Rococo,Rococo
0.57,21,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/edouard-manet_luncheon-in-the-studio-1868.jpg,False,Realism,Impressionism
0.9966,26,26,/kaggle/input/datasets/steubk/wikiart/Ukiyo_e/utagawa-toyokuni-ii_night-rain-on-oyama.jpg,True,Ukiyo_e,Ukiyo_e
0.2712,21,22,/kaggle/input/datasets/steubk/wikiart/Rococo/thomas-gainsborough_conversation-in-a-park-1745.jpg,False,Realism,Rococo
0.2487,23,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/jacek-malczewski_winter-landscape.jpg,False,Romanticism,Symbolism
0.581,23,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/thomas-moran_autumn-landscape-1867.jpg,True,Romanticism,Romanticism
0.4702,22,21,/kaggle/input/datasets/steubk/wikiart/Realism/vasily-perov_portrait-of-yelena-perova-n-e-scheins-the-artist-s-first-wife-1869.jpg,False,Rococo,Realism
0.773,10,21,/kaggle/input/datasets/steubk/wikiart/Realism/pyotr-konchalovsky_still-life-it-s-time-for-tea-1946.jpg,False,Fauvism,Realism
0.611,24,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/nicholas-roerich_laozi-1924.jpg,True,Symbolism,Symbolism
0.7627,10,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/rafael-zabaleta_bathers-on-the-beach-in-santander-1955.jpg,False,Fauvism,Expressionism
1.0,26,26,/kaggle/input/datasets/steubk/wikiart/Ukiyo_e/utagawa-kuniyoshi_opening-shellfish-at-fukagawa.jpg,True,Ukiyo_e,Ukiyo_e
0.3325,9,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/toyen_a-starry-eyed-girl-with-a-flower-1939.jpg,True,Expressionism,Expressionism
0.556,13,11,/kaggle/input/datasets/steubk/wikiart/High_Renaissance/raphael_the-fall-on-the-road-to-calvary-1517.jpg,False,Mannerism_Late_Renaissance,High_Renaissance
0.704,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/nicholas-roerich_ushkuinik-1894.jpg,True,Realism,Realism
0.7964,24,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/alfred-kubin_death-jump-1902.jpg,True,Symbolism,Symbolism
0.3484,20,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_finland-punky-harju-1907.jpg,False,Post_Impressionism,Art_Nouveau
0.7783,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_young-woman-with-a-rose-in-her-hat-1913.jpg,True,Impressionism,Impressionism
0.215,20,24,/kaggle/input/datasets/steubk/wikiart/Symbolism/konstantin-somov_holiday-near-venice.jpg,False,Post_Impressionism,Symbolism
0.807,17,21,/kaggle/input/datasets/steubk/wikiart/Realism/vasily-perov_the-market-in-moscow-1868.jpg,False,Northern_Renaissance,Realism
0.314,19,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/pablo-picasso_woman-reading-1953.jpg,False,Pop_Art,Expressionism
0.595,22,4,/kaggle/input/datasets/steubk/wikiart/Baroque/francesco-guardi_the-torre-del-orologio-1770-1.jpg,False,Rococo,Baroque
0.764,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/antoine-blanchard_boulevard-de-la-madeleine.jpg,True,Impressionism,Impressionism
0.704,12,21,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_the-tops-of-the-pines.jpg,False,Impressionism,Realism
0.991,19,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/marjorie-strider_come-on.jpg,True,Pop_Art,Pop_Art
0.3125,12,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/paul-cezanne_house-in-provence.jpg,False,Impressionism,Post_Impressionism
0.8286,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_boatyard-near-honfleur.jpg,True,Impressionism,Impressionism
0.634,9,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/carlos-botelho_my-father-1937.jpg,True,Expressionism,Expressionism
0.769,0,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/otto-eckmann_wallpaper-design-1899.jpg,False,Abstract_Expressionism,Art_Nouveau
0.5713,10,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/henri-matisse_the-racaille-chair-1946.jpg,False,Fauvism,Expressionism
0.4634,20,21,/kaggle/input/datasets/steubk/wikiart/Realism/constantin-artachino_on-the-meadow.jpg,False,Post_Impressionism,Realism
0.91,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/pierre-auguste-renoir_the-church-at-essoyes.jpg,True,Impressionism,Impressionism
0.2319,16,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/panayiotis-tetsis_standing-girl.jpg,False,New_Realism,Post_Impressionism
0.541,10,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/paula-modersohn-becker_lee-and-his-sister-hoetger-1907.jpg,False,Fauvism,Expressionism
0.3403,6,21,/kaggle/input/datasets/steubk/wikiart/Realism/ivan-shishkin_stones-1859.jpg,False,Contemporary_Realism,Realism
0.6743,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/pyotr-konchalovsky_flowers-1934.jpg,True,Realism,Realism
0.2134,16,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/nicholas-roerich_terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,False,New_Realism,Art_Nouveau
0.7197,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/eugene-boudin_sailboats-at-dock-barre-basin.jpg,True,Impressionism,Impressionism
0.7896,12,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/paul-cezanne_mont-sainte-victoire-1902.jpg,False,Impressionism,Post_Impressionism
0.9907,5,5,/kaggle/input/datasets/steubk/wikiart/Color_Field_Painting/morris-louis_apogee-1962.jpg,True,Color_Field_Painting,Color_Field_Painting
0.315,11,22,/kaggle/input/datasets/steubk/wikiart/Rococo/louise-elisabeth-vigee-le-brun_lady-hamilton-as-the-persian-sibyl-1792.jpg,False,High_Renaissance,Rococo
0.8115,7,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/arturo-souto_accordionist-1931.jpg,False,Cubism,Expressionism
0.4946,12,21,/kaggle/input/datasets/steubk/wikiart/Realism/ilya-repin_man-s-best-friend-1908.jpg,False,Impressionism,Realism
0.358,21,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/constantin-artachino_towards-the-springs.jpg,False,Realism,Impressionism
0.8457,11,11,/kaggle/input/datasets/steubk/wikiart/High_Renaissance/pietro-perugino_the-transfiguration.jpg,True,High_Renaissance,High_Renaissance
0.607,9,10,/kaggle/input/datasets/steubk/wikiart/Fauvism/george-mavroides_lying-naked-1985.jpg,False,Expressionism,Fauvism
0.5005,20,20,/kaggle/input/datasets/steubk/wikiart/Post_Impressionism/vincent-van-gogh_olive-grove-bright-blue-sky-1889.jpg,True,Post_Impressionism,Post_Impressionism
0.533,22,22,/kaggle/input/datasets/steubk/wikiart/Rococo/william-hogarth_the-lottery.jpg,True,Rococo,Rococo
0.2993,24,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/theodore-chasseriau_forge-du-creusot-1836.jpg,False,Symbolism,Romanticism
0.4297,5,5,/kaggle/input/datasets/steubk/wikiart/Color_Field_Painting/gotthard-graubner_untitled-1988.jpg,True,Color_Field_Painting,Color_Field_Painting
0.5825,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/claude-monet_the-boardwalk-on-the-beach-at-trouville.jpg,True,Impressionism,Impressionism
0.708,21,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/arkhip-kuindzhi_view-of-the-beach-and-sea-from-the-mountains-crimea.jpg,False,Realism,Impressionism
0.6714,23,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/caspar-david-friedrich_coast-scene.jpg,True,Romanticism,Romanticism
0.5015,21,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/edvard-munch_girl-and-death-1894.jpg,False,Realism,Expressionism
0.842,5,5,/kaggle/input/datasets/steubk/wikiart/Color_Field_Painting/yves-gaucher_ocres-jaune-et-vert.jpg,True,Color_Field_Painting,Color_Field_Painting
0.3857,23,21,/kaggle/input/datasets/steubk/wikiart/Realism/giovanni-boldini_portrait-of-spanish-general.jpg,False,Romanticism,Realism
0.589,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/robert-julian-onderdonk_bluebonnets-at-twilight-near-san-antonio-1920.jpg,True,Impressionism,Impressionism
0.3481,20,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/gregoire-boonzaier_landscape-with-grey-clouds-1935.jpg,False,Post_Impressionism,Impressionism
0.786,14,14,/kaggle/input/datasets/steubk/wikiart/Minimalism/mel-bochner_four-shapes-1976.jpg,True,Minimalism,Minimalism
0.51,10,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/henri-matisse_still-life-6.jpg,False,Fauvism,Expressionism
0.7207,12,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/john-singer-sargent_by-the-river-1888.jpg,True,Impressionism,Impressionism
0.384,21,21,/kaggle/input/datasets/steubk/wikiart/Realism/henri-fantin-latour_self-portrait-1861.jpg,True,Realism,Realism
0.9,22,22,/kaggle/input/datasets/steubk/wikiart/Rococo/joseph-wright_nicholas-heath.jpg,True,Rococo,Rococo
0.577,12,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/william-turner_dover-castle.jpg,False,Impressionism,Romanticism
0.2673,20,12,/kaggle/input/datasets/steubk/wikiart/Impressionism/andre-dunoyer-de-segonzac_la-blonde-vaporouse.jpg,False,Post_Impressionism,Impressionism
0.5503,7,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/max-beckmann_perseus-1941.jpg,False,Cubism,Expressionism
0.6636,3,3,/kaggle/input/datasets/steubk/wikiart/Art_Nouveau_Modern/carl-larsson_the-kitchen(1).jpg,True,Art_Nouveau,Art_Nouveau
0.7993,12,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/thalia-flora-karavia_portrait-of-a-woman.jpg,False,Impressionism,Expressionism
0.4697,7,9,/kaggle/input/datasets/steubk/wikiart/Expressionism/louay-kayyali_sleeping-boy-1972.jpg,False,Cubism,Expressionism
0.9766,19,19,/kaggle/input/datasets/steubk/wikiart/Pop_Art/hiro-yamagata_not-detected-272390.jpg,True,Pop_Art,Pop_Art
0.7715,11,11,/kaggle/input/datasets/steubk/wikiart/High_Renaissance/pietro-perugino_resurrection-1500.jpg,True,High_Renaissance,High_Renaissance
0.382,13,23,/kaggle/input/datasets/steubk/wikiart/Romanticism/jan-matejko_the-death-of-leszek-the-white-1880.jpg,False,Mannerism_Late_Renaissance,Romanticism
